Intent,user_query,bot_response,language,augmented
accessory_recommendation,makeup products ke liye pakistan ke kaunse makeup brands suggest karoge?,"pakistan mein popular makeup brands: beam, pastel, iman aur saima foundations, lipsticks aur palettes mein ache options milte hen.",Roman Urdu,
makeup_tip,"makeup tips for acne-prone skin, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for acne-prone skin.",Roman Urdu,
makeup_tip,"makeup tips for almond eyes, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for almond eyes.",Roman Urdu,
makeup_tip,"makeup tips for combination skin, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for combination skin.",Roman Urdu,
makeup_tip,"makeup tips for cool skin tone, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for cool skin tone.",Roman Urdu,
makeup_tip,"makeup tips for dry skin, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for dry skin.",Roman Urdu,
makeup_tip,"makeup tips for full lips, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for full lips.",Roman Urdu,
makeup_tip,"makeup tips for hooded eyes, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for hooded eyes.",Roman Urdu,
makeup_tip,"makeup tips for mature skin, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for mature skin.",Roman Urdu,
makeup_tip,"makeup tips for neutral undertone, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for neutral undertone.",Roman Urdu,
makeup_tip,"makeup tips for oily skin, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for oily skin.",Roman Urdu,
makeup_tip,"makeup tips for oval face, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for oval face.",Roman Urdu,
makeup_tip,"makeup tips for round face, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for round face.",Roman Urdu,
makeup_tip,"makeup tips for sensitive skin, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for sensitive skin.",Roman Urdu,
makeup_tip,"makeup tips for small lips, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for small lips.",Roman Urdu,
makeup_tip,"makeup tips for square face, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for square face.",Roman Urdu,
makeup_tip,"makeup tips for uneven skin tone, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for uneven skin tone.",Roman Urdu,
makeup_tip,"makeup tips for warm skin tone, please.","use a cream bronzer to warm the face, soft brown eyeshadow, and a long-wear lipstick for warm skin tone.",Roman Urdu,
color,maroon mere liye acha hai kya? kaunsa color wash karega?,maroon aksar achha lagta he; agar wash out karta he to contrast add karo (scarf ya accessory).,Roman Urdu,
makeup_tip,mature skin ke liye natural makeup kaise karun?,cream bronzer aur soft brown eyeshadow se face warm karo; long-wear lipstick se din bhar flawless lagega.,Roman Urdu,
item_fit,maxi dress ka fit kaisa hona chahiye mere liye?,"maxi dress ka fit aisa hona chahiye ke movement easy ho, waist ya shoulder pe tightness na ho.",Roman Urdu,
accessory_recommendation,maxi dress ke saath kaunse accessories theek rahenge?,anklet se look enhance hoga 'baaki simple rakho. comfortable bhi rahega.,Roman Urdu,
formal_vs_casual,meeting ke liye formal karun ya casual?,office ke lye semi-formal rakho 'blazer aur smart trousers theek rahenge. comfortable bhi rahega.,Roman Urdu,
event,mehndi ke liye kya pehno?,mehndi ke lye color aur comfort dono socho; day mehndi ke lye light fabrics aur bright colors theek rahenge.,Roman Urdu,
shopping_recommendation,menswear tailoring kahan karwayein?,cloth markets aur commercial tailoring districts mein reputable tailors miltay hen'lahore aur karachi mein acha selection hota he.,Roman Urdu,
budget_advice,mera budget 150-300 hai. koi outfit idea?,budget mein ache options mil jayenge 'sales aur versatile pieces dekho. comfortable bhi rahega.,Roman Urdu,
budget_advice,mera budget 30 se kam hai. koi outfit idea?,budget mein ache options mil jayenge 'sales aur versatile pieces dekho. comfortable bhi rahega.,Roman Urdu,
budget_advice,mera budget 30-70 hai. koi outfit idea?,budget mein ache options mil jayenge 'sales aur versatile pieces dekho. comfortable bhi rahega.,Roman Urdu,
budget_advice,mera budget 70-150 hai. koi outfit idea?,budget mein ache options mil jayenge 'sales aur versatile pieces dekho. comfortable bhi rahega.,Roman Urdu,
budget_advice,mera budget luxury (300 se zyada) hai. koi outfit idea?,budget mein ache options mil jayenge 'sales aur versatile pieces dekho. comfortable bhi rahega.,Roman Urdu,
makeup_tip,mere acne-prone skin ke liye makeup tips batao?,"acne-prone skin ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
makeup_tip,mere almond aankhen ke liye makeup tips batao?,"almond aankhen ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
product_suggestion,mere choti height ke liye konsa outfit acha rahega?,"choti height ke lye earth tones aur lightweight fabrics try karo; brands: khaadi, gul ahmed.",Roman Urdu,
makeup_tip,mere choti lips ke liye makeup tips batao?,"choti lips ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
makeup_tip,mere combination skin ke liye makeup tips batao?,"combination skin ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
product_recommendation,mere cool undertone ke liye konsa outfit acha rahega?,"cool undertone ke lye earth tones aur lightweight fabrics try karo; brands: khaadi, gul ahmed.",Roman Urdu,
makeup_tip,mere cool undertone ke liye makeup tips batao?,"cool undertone ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
hair_type_advice,mere curly baal ke liye konsa outfit acha rahega?,"curly baal ke lye earth tones aur lightweight fabrics try karo; brands: khaadi, gul ahmed.",Roman Urdu,
makeup_tip,mere dry skin ke liye makeup tips batao?,"dry skin ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
makeup_tip,mere full lips ke liye makeup tips batao?,"full lips ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
hair_type_advice,mere gola chehra ke liye konsa outfit acha rahega?,"gola chehra ke lye earth tones aur lightweight fabrics try karo; brands: khaadi, gul ahmed.",Roman Urdu,
makeup_tip,mere gola chehra ke liye makeup tips batao?,"gola chehra ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
makeup_tip,mere hooded aankhen ke liye makeup tips batao?,"hooded aankhen ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
hair_type_advice,mere hourglass body ke liye konsa outfit acha rahega?,"hourglass body ke lye earth tones aur lightweight fabrics try karo; brands: khaadi, gul ahmed.",Roman Urdu,
makeup_tip,mere mature skin ke liye makeup tips batao?,"mature skin ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
body_type_advice,mere mote baal ke liye konsa outfit acha rahega?,"mote baal ke lye earth tones aur lightweight fabrics try karo; brands: khaadi, gul ahmed.",Roman Urdu,
makeup_tip,mere neutral undertone ke liye makeup tips batao?,"neutral undertone ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
makeup_tip,mere oval chehra ke liye makeup tips batao?,"oval chehra ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
body_type_advice,mere pear-shaped body ke liye konsa outfit acha rahega?,"pear-shaped body ke lye earth tones aur lightweight fabrics try karo; brands: khaadi, gul ahmed.",Roman Urdu,
makeup_tip,mere sensitive skin ke liye makeup tips batao?,"sensitive skin ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
product_suggestion,mere square chehra ke liye konsa outfit acha rahega?,"square chehra ke lye earth tones aur lightweight fabrics try karo; brands: khaadi, gul ahmed.",Roman Urdu,
makeup_tip,mere square chehra ke liye makeup tips batao?,"square chehra ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
color_suggestion,"mere undertone cool undertone hai, kaunse colors suit karenge?",pastel pink try karo; yeh tumhare undertone ko suit karega aur face fresh lagayega. comfortable bhi rahega.,Roman Urdu,
color_suggestion,"mere undertone neutral hai, kaunse colors suit karenge?",peach try karo; yeh tumhare undertone ko suit karega aur face fresh lagayega. comfortable bhi rahega.,Roman Urdu,
color_suggestion,"mere undertone warm undertone hai, kaunse colors suit karenge?",mustard try karo; yeh tumhare undertone ko suit karega aur face fresh lagayega. comfortable bhi rahega.,Roman Urdu,
makeup_tip,mere uneven skin tone ke liye makeup tips batao?,"uneven skin tone ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
makeup_tip,mere warm undertone ke liye makeup tips batao?,"warm undertone ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
product_recommendation,mere wavy baal ke liye konsa outfit acha rahega?,"wavy baal ke lye earth tones aur lightweight fabrics try karo; brands: khaadi, gul ahmed.",Roman Urdu,
makeup_tip,mere zayada oily skin ke liye makeup tips batao?,"zayada oily skin ke lye primer aur halka foundation use karo, peach blush aur halka highlighter se fresh look milega.",Roman Urdu,
budget_advice,mid budget mein kya khareed sakta/ti hoon? koi dupes?,local boutiques try karo; similar textures dekho.,Roman Urdu,
color_theory,monochrome ideas with beige for a polished look.,pair beige with its complementary shade aur go monochrome with varying textures to add depth.,Roman Urdu,
color_theory,monochrome ideas with black for a polished look.,pair black with its complementary shade aur go monochrome with varying textures to add depth.,Roman Urdu,
color_theory,monochrome ideas with lavender for a polished look.,pair lavender with its complementary shade aur go monochrome with varying textures to add depth.,Roman Urdu,
color_theory,monochrome ideas with mustard for a polished look.,pair mustard with its complementary shade aur go monochrome with varying textures to add depth.,Roman Urdu,
color_theory,monochrome ideas with navy for a polished look.,pair navy with its complementary shade aur go monochrome with varying textures to add depth.,Roman Urdu,
color_theory,monochrome ideas with pastel pink for a polished look.,pair pastel pink with its complementary shade aur go monochrome with varying textures to add depth.,Roman Urdu,
color_theory,monochrome ideas with peach for a polished look.,pair peach with its complementary shade aur go monochrome with varying textures to add depth.,Roman Urdu,
color_theory,monochrome ideas with white for a polished look.,pair white with its complementary shade aur go monochrome with varying textures to add depth.,Roman Urdu,
fabric_choice,monsoon ke liye konsa kapra behtar hai?,autumn ke lye linen acha rahega.,Roman Urdu,
seasonal_outfit,monsoon ke liye outfit recommend karo.,winter ke lye saans lene wali fabrics aur layers sahi rahengi. comfortable bhi rahega.,Roman Urdu,
weather,monsoon mein kya pehna chahiye?,"monsoon mein breathable fabrics pehno, layering se insulation manage karo.",Roman Urdu,
makeup_advice,monsoon wedding ke liye makeup kya ho?,light glam look rakho; lips: warm brown.,Roman Urdu,
wedding_role_suggestion,mother of the bride ko kya pehnna chahiye?,"mothers ke lye elegant aur modest silhouettes best hen'sari ya long tunic with light embroidery. khaadi, nishat linen tasteful options dete hen.",Roman Urdu,
greeting,mujhe styling advice chahiye.,wa alaikum salam! kaunsi event ke lye chahiye?. comfortable bhi rahega.,Roman Urdu,
shopping_recommendation,multan mein lawn fabrics kahan ache milte hain?,"local textile bazaars aur branded counters (nishat, gul ahmed) seasonal lawn collections ke lye ache hen.",Roman Urdu,
color,mustard mere liye acha hai kya? kaunsa color wash karega?,mustard aksar achha lagta he; agar wash out karta he to contrast add karo (scarf ya accessory).,Roman Urdu,
fix_outfit,my outfit looks cheap kaise to fix it?,"swap one bold color for a neutral, fix fit at the waist, and simplify accessories to elevate the outfit.",Roman Urdu,
color,navy mere liye acha hai kya? kaunsa color wash karega?,navy aksar achha lagta he; agar wash out karta he to contrast add karo (scarf ya accessory).,Roman Urdu,
makeup_tip,neutral undertone ke liye natural makeup kaise karun?,cream bronzer aur soft brown eyeshadow se face warm karo; long-wear lipstick se din bhar flawless lagega.,Roman Urdu,
event,nikah ke liye kya pehno?,nikah ke lye color aur comfort dono socho; day mehndi ke lye light fabrics aur bright colors theek rahenge.,Roman Urdu,
formal_vs_casual,office ke liye formal karun ya casual?,office ke lye semi-formal rakho 'blazer aur smart trousers theek rahenge. comfortable bhi rahega.,Roman Urdu,
fabric,organza garmiyon mein kaisa behave karta hai?,organza garmiyon mein breathable hota he (agar organza light ho); winter mein heavier fabrics better hen.,Roman Urdu,
shopping_recommendation,outlet deals aur discounts kahan milte hain?,"outlet malls, end-of-season sales aur online marketplaces pe verified outlet sellers check karo.",Roman Urdu,
accessory_recommendation,oval chehra ke liye glasses kaunsa type sahi hoga?,"oval chehra face type ke lye frames balance karne wale choose karo: gola chehre pe rectangular frames, square chehre pe round frames try karo.",Roman Urdu,
makeup_tip,oval chehra ke liye natural makeup kaise karun?,cream bronzer aur soft brown eyeshadow se face warm karo; long-wear lipstick se din bhar flawless lagega.,Roman Urdu,
formal_vs_casual,party ke liye formal karun ya casual?,office ke lye semi-formal rakho 'blazer aur smart trousers theek rahenge. comfortable bhi rahega.,Roman Urdu,
shopping_recommendation,party wear aur evening dresses kahan milengi?,upscale districts ke designer boutiques aur malls ke party-wear shops formal dresses rakhte hen.,Roman Urdu,
color,pastel pink mere liye acha hai kya? kaunsa color wash karega?,pastel pink aksar achha lagta he; agar wash out karta he to contrast add karo (scarf ya accessory).,Roman Urdu,
advanced_fashion,pattern matching rules for prints and stripes.,mix texture like silk and denim by keeping colors cohesive; match scale of patterns (one large print one small print).,Roman Urdu,
color,peach mere liye acha hai kya? kaunsa color wash karega?,peach aksar achha lagta he; agar wash out karta he to contrast add karo (scarf ya accessory).,Roman Urdu,
body_advice,pear body ke liye kaunse necklines ache rahenge?,"pear body ke lye A-line, wrap ya structured shoulders ache rahenge; clingy bottoms avoid karo.",Roman Urdu,
body_type_advice,pear-shaped body ke liye kya pehnon?,a-line skirts aur structured tops upper body ko highlight karte hen aur balance dete hen.,Roman Urdu,
body_type_advice,petite aur curvy ke liye kya fit karein?,petite: fitted silhouettes; curvy: v-necks aur structured tailoring se proportions balance hoti hen.,Roman Urdu,
makeup_tip,quick makeup routine batao jo acne-prone skin pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo almond aankhen pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo choti lips pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo combination skin pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo cool undertone pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo dry skin pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo full lips pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo gola chehra pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo hooded aankhen pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo mature skin pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo neutral undertone pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo oval chehra pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo sensitive skin pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo square chehra pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo uneven skin tone pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo warm undertone pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine batao jo zayada oily skin pe chale.,"spf ke sath skin prep karo, corrector agar zaroorat ho to use karo; natural finish foundation aur subtle highlight try karo.",Roman Urdu,
makeup_tip,quick makeup routine for acne-prone skin for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh acne-prone skin look.",Roman Urdu,
makeup_tip,quick makeup routine for almond eyes for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh almond eyes look.",Roman Urdu,
makeup_tip,quick makeup routine for combination skin for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh combination skin look.",Roman Urdu,
makeup_tip,quick makeup routine for cool skin tone for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh cool skin tone look.",Roman Urdu,
makeup_tip,quick makeup routine for dry skin for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh dry skin look.",Roman Urdu,
makeup_tip,quick makeup routine for full lips for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh full lips look.",Roman Urdu,
makeup_tip,quick makeup routine for hooded eyes for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh hooded eyes look.",Roman Urdu,
makeup_tip,quick makeup routine for mature skin for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh mature skin look.",Roman Urdu,
makeup_tip,quick makeup routine for neutral undertone for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh neutral undertone look.",Roman Urdu,
makeup_tip,quick makeup routine for oily skin for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh oily skin look.",Roman Urdu,
makeup_tip,quick makeup routine for oval face for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh oval face look.",Roman Urdu,
makeup_tip,quick makeup routine for round face for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh round face look.",Roman Urdu,
makeup_tip,quick makeup routine for sensitive skin for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh sensitive skin look.",Roman Urdu,
makeup_tip,quick makeup routine for small lips for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh small lips look.",Roman Urdu,
makeup_tip,quick makeup routine for square face for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh square face look.",Roman Urdu,
makeup_tip,quick makeup routine for uneven skin tone for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh uneven skin tone look.",Roman Urdu,
makeup_tip,quick makeup routine for warm skin tone for daytime.,"keep base light, use cream products for glow, and choose neutral lip shades for a fresh warm skin tone look.",Roman Urdu,
weather,rainy day mein kya pehna chahiye?,"rainy day mein breathable fabrics pehno, layering se insulation manage karo.",Roman Urdu,
makeup_tip,recommend products and steps for acne-prone skin makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for acne-prone skin.,Roman Urdu,
makeup_tip,recommend products and steps for almond eyes makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for almond eyes.,Roman Urdu,
makeup_tip,recommend products and steps for combination skin makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for combination skin.,Roman Urdu,
makeup_tip,recommend products and steps for cool skin tone makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for cool skin tone.,Roman Urdu,
makeup_tip,recommend products and steps for dry skin makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for dry skin.,Roman Urdu,
makeup_tip,recommend products and steps for full lips makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for full lips.,Roman Urdu,
makeup_tip,recommend products and steps for hooded eyes makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for hooded eyes.,Roman Urdu,
makeup_tip,recommend products and steps for mature skin makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for mature skin.,Roman Urdu,
makeup_tip,recommend products and steps for neutral undertone makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for neutral undertone.,Roman Urdu,
makeup_tip,recommend products and steps for oily skin makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for oily skin.,Roman Urdu,
makeup_tip,recommend products and steps for oval face makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for oval face.,Roman Urdu,
makeup_tip,recommend products and steps for round face makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for round face.,Roman Urdu,
makeup_tip,recommend products and steps for sensitive skin makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for sensitive skin.,Roman Urdu,
makeup_tip,recommend products and steps for small lips makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for small lips.,Roman Urdu,
makeup_tip,recommend products and steps for square face makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for square face.,Roman Urdu,
makeup_tip,recommend products and steps for uneven skin tone makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for uneven skin tone.,Roman Urdu,
makeup_tip,recommend products and steps for warm skin tone makeup.,focus on lashes and groomed brows; use a warm-toned eyeshadow palette and a satin lipstick for warm skin tone.,Roman Urdu,
style_tip,recommend some accessories for my straight hair.,"select shades that contrast your straight hair try mustard, olive, and warm reds for a modern take.",Roman Urdu,
skin_tone_advice,recommend some accessories for my thin hair.,"select shades that contrast your thin hair try mustard, olive, and warm reds for a modern take.",Roman Urdu,
body_advice,rectangle body ke liye kaunse necklines ache rahenge?,"rectangle body ke lye A-line, wrap ya structured shoulders ache rahenge; clingy bottoms avoid karo.",Roman Urdu,
greeting,"salam, mujhe dress suggest karo.",wa alaikum salam! kaunsi event ke lye chahiye?. comfortable bhi rahega.,Roman Urdu,
shoes,sandals ya heels mehndi ke liye kya behtar hai?,sandals mehndi ke lye comfortable aur decorative dono ho sakte hen; agar bahut dancing he to flats consider karo.,Roman Urdu,
item_fit,saree ka fit kaisa hona chahiye mere liye?,"saree ka fit aisa hona chahiye ke movement easy ho, waist ya shoulder pe tightness na ho.",Roman Urdu,
shopping_recommendation,sasta fabric remnants kahan milte hain?,fabric bazaars mein remnant bins dekho'tailors aur small vendors offcuts sasti price pe bechte hen.,Roman Urdu,
shopping_recommendation,sasti western casuals kahan milti hain?,"outfitters, breakout aur local malls ke high-street sections budget-friendly options dete hen.",Roman Urdu,
shopping_recommendation,seasonal pop-up markets kahan miltay hain?,local event listings aur mall social pages follow karo'holidays aur festivals ke aas paas pop-ups nazar aate hen.,Roman Urdu,
makeup_tip,sensitive skin ke liye natural makeup kaise karun?,cream bronzer aur soft brown eyeshadow se face warm karo; long-wear lipstick se din bhar flawless lagega.,Roman Urdu,
wedding_role_suggestion,shaadi guest ke liye kya pehnon?,"guest ke lye semi-formal ya formal outfit choose karein; white se bachein aur dress code follow karein. khaadi, nishat linen guest-friendly options dete hen.",Roman Urdu,
item_fit,shalwar ka fit kaisa hona chahiye mere liye?,"shalwar ka fit aisa hona chahiye ke movement easy ho, waist ya shoulder pe tightness na ho.",Roman Urdu,
item_fit,shirt ka fit kaisa hona chahiye mere liye?,"shirt ka fit aisa hona chahiye ke movement easy ho, waist ya shoulder pe tightness na ho.",Roman Urdu,
accessory_recommendation,shirt ke saath kaunse accessories theek rahenge?,handbag se look enhance hoga 'baaki simple rakho. comfortable bhi rahega.,Roman Urdu,
product_recommendation,"shopping suggestions do, mera choti height hai.",breathable fabrics aur subtle jewelry prefer karo; silk scarf ya halki chain acchi lagti he.,Roman Urdu,
hair_type_advice,"shopping suggestions do, mera cool undertone hai.",breathable fabrics aur subtle jewelry prefer karo; silk scarf ya halki chain acchi lagti he.,Roman Urdu,
body_type_advice,"shopping suggestions do, mera curly baal hai.",breathable fabrics aur subtle jewelry prefer karo; silk scarf ya halki chain acchi lagti he.,Roman Urdu,
body_type_advice,"shopping suggestions do, mera gola chehra hai.",breathable fabrics aur subtle jewelry prefer karo; silk scarf ya halki chain acchi lagti he.,Roman Urdu,
hair_type_advice,"shopping suggestions do, mera hourglass body hai.",breathable fabrics aur subtle jewelry prefer karo; silk scarf ya halki chain acchi lagti he.,Roman Urdu,
product_suggestion,"shopping suggestions do, mera mote baal hai.",breathable fabrics aur subtle jewelry prefer karo; silk scarf ya halki chain acchi lagti he.,Roman Urdu,
product_suggestion,"shopping suggestions do, mera pear-shaped body hai.",breathable fabrics aur subtle jewelry prefer karo; silk scarf ya halki chain acchi lagti he.,Roman Urdu,
product_recommendation,"shopping suggestions do, mera square chehra hai.",breathable fabrics aur subtle jewelry prefer karo; silk scarf ya halki chain acchi lagti he.,Roman Urdu,
product_recommendation,"shopping suggestions do, mera wavy baal hai.",breathable fabrics aur subtle jewelry prefer karo; silk scarf ya halki chain acchi lagti he.,Roman Urdu,
body_type_advice,short girl ke liye kya pehnon taake lamba nazar aaun?,vertical lines aur high-waist bottoms use karo; monochrome outfits se length banti he.,Roman Urdu,
shoes,sneakers ya heels mehndi ke liye kya behtar hai?,sneakers mehndi ke lye comfortable aur decorative dono ho sakte hen; agar bahut dancing he to flats consider karo.,Roman Urdu,
shopping_recommendation,sportswear aur activewear kahan khariden?,malls ke sports stores aur specialized athletic retailers check karo; online brand stores mein size aur fabric info milti he.,Roman Urdu,
footwear_advice,sporty look ke sath konsa footwear theek rahega?,kohlapuri is style ke lye acha he event aur comfort dekho.,Roman Urdu,
fabric_choice,spring ke liye konsa kapra behtar hai?,spring ke lye cotton acha rahega.,Roman Urdu,
seasonal_outfit,spring ke liye outfit recommend karo.,summer ke lye saans lene wali fabrics aur layers sahi rahengi. comfortable bhi rahega.,Roman Urdu,
accessory_recommendation,square chehra ke liye glasses kaunsa type sahi hoga?,"square chehra face type ke lye frames balance karne wale choose karo: gola chehre pe rectangular frames, square chehre pe round frames try karo.",Roman Urdu,
makeup_tip,square chehra ke liye natural makeup kaise karun?,cream bronzer aur soft brown eyeshadow se face warm karo; long-wear lipstick se din bhar flawless lagega.,Roman Urdu,
accessory,studs kis outfit ke saath ache lagenge?,studs simple outfits mein focal point ban sakte hen; heavy outfit ke sath subtle accessory rakho.,Roman Urdu,
style_tip,suggest outfits for my straight hair.,try a-line silhouettes and high-waist bottoms to flatter your straight hair. consider a statement belt aur structured jacket.,Roman Urdu,
shopping_suggestion,suggest outfits for my thin hair.,try a-line silhouettes and high-waist bottoms to flatter your thin hair. consider a statement belt aur structured jacket.,Roman Urdu,
accessory_recommendation,suit ke saath kaunse accessories theek rahenge?,ring se look enhance hoga 'baaki simple rakho. comfortable bhi rahega.,Roman Urdu,
fabric_choice,summer ke liye konsa kapra behtar hai?,spring ke lye linen acha rahega.,Roman Urdu,
